tweets,likes,time,source,retweets,tweet_length,zitat
"Hütter: Die @DFL_Official entscheidet letztlich, ob das Spiel in München stattfindet oder nicht. Wir bereiten uns aber natürlich ganz normal darauf vor. Nichtsdestotrotz hat sowohl der @FCBayern als auch wir mehrere Ausfälle. #FCBBMG",8,2022-01-05 12:03:52+00:00,Twitter Web App,0,233,1
Sportdirektor Max Eberl und Cheftrainer Adi Hütter haben auf dem Podium Platz genommen. Die Pressekonferenz vor #FCBBMG beginnt. https://t.co/9VSWeGeFDn,9,2022-01-05 12:01:32+00:00,Twitter Web App,0,152,0
"🎙 Die Spieltags-PK vor dem Rückrundenstart gegen den @FCBayern mit Max Eberl und Adi Hütter. Los geht's um 13:00 Uhr. #FCBBMG
📺 Livestream: https://t.co/rCCiOmNy27
👇 Die wichtigsten Aussagen im Ticker https://t.co/gOxxjydx5K",65,2022-01-05 11:37:15+00:00,Twitter Web App,1,224,1
"🎙 Die erste Ausgabe des „@Unibet_DE #FohlenPodcast – Warm-up“ im Jahr 2022 ist da! 🎧
Chris Kramer und @HrKapellmeister blicken noch  einmal zurück auf das letzte Bundesligaspiel und natürlich auch voraus auf den anstehenden Rückrundenstart beim @FCBayern. Hört rein 😉 https://t.co/DHkxgbHcrL",44,2022-01-05 10:41:46+00:00,Twitter Web App,2,291,0
"Stefan Lainer hat für die 75. Ausgabe des #FohlenEcho Einblicke in sein Seelenleben gewährt und verraten, worauf es ihm beim Fußballspielen ankommt.

Zum Interview 👉 https://t.co/QkehdLw9HT https://t.co/z1HjGVDD8d",110,2022-01-04 14:50:05+00:00,Twitter Web App,3,213,0
"Jetzt Live! Viel Spaß mit der ersten Folge @Bitburger #FohlenTalk. 

▶️ https://t.co/26PsEZxzFt https://t.co/pPeTiKTUBJ https://t.co/A0B0bLAVpQ",52,2022-01-04 12:33:50+00:00,Twitter for iPhone,3,143,0
"Neues Jahr, neues Format! 😀 Im ""@Bitburger  FohlenTalk"" begrüßt @HrKapellmeister jeden Monat einen Gast. Natürlich geht es dabei um Borussia, aber ihr erhaltet auch den einen oder anderen privaten Einblick.

Den Anfang macht der Capitano. Seid live dabei!
https://t.co/26PsEZxzFt",76,2022-01-04 09:27:50+00:00,Twitter Web App,5,279,0
Die Vorbereitung auf die Rückrunde läuft! 👀 👇,91,2022-01-03 17:05:04+00:00,Twitter for Advertisers,4,45,0
"Jordan Beyer und @MarcusThuram sind zurück im Mannschaftstraining! 

Alles zur ersten Einheit der Woche ⤵️",139,2022-01-03 14:23:08+00:00,Twitter for Advertisers,2,106,0
📸 Die Vorbereitung auf den Rückrundenstart läuft 🙌 https://t.co/UTYehzPSId,125,2022-01-03 14:14:40+00:00,Twitter Web App,4,74,0
👋😀 https://t.co/2vyGZl0Vbm,448,2022-01-03 12:10:47+00:00,Twitter Web App,7,26,0
So starten #dieFohlen ins neue Jahr! 🏋️🐎 https://t.co/84cI0gMQ7y,81,2022-01-03 11:45:39+00:00,Twitter Web App,2,64,0
Endlich wieder #BUNDESLIGA! Diese Woche geht es wieder los 🔥⏳ https://t.co/XTN0lDj7D4,204,2022-01-03 10:44:15+00:00,Twitter Web App,2,85,0
Erste Einheit im neuen Jahr ✅ https://t.co/0lIHvk2eNQ,212,2022-01-02 12:04:44+00:00,Twitter Web App,6,53,0
"➕ 🏆 Hannover 96 (19.01. / A)

Danke für die Hinweise 🙌",54,2022-01-01 12:48:48+00:00,Twitter for iPhone,1,54,0
"@Julian85167408 Neujahrsmüdigkeit 😀. 

➕🏆 Hannover 96 (19.01. / A)",12,2022-01-01 12:47:36+00:00,Twitter for iPhone,0,66,0
"🎧In der aktuellen Ausgabe vom ""@Unibet_DE #FohlenPodcast - Der Talk"" spricht @HrKapellmeister mit @jjscally_10 über sein erstes Jahr bei Borussia, den Weg zum ""Soccer"" und eine große Überraschung.

🎙https://t.co/TGxanhyV3z https://t.co/PzdC8kx9eC",58,2022-01-01 12:04:20+00:00,Twitter Web App,3,246,0
Auf geht's in ein neues Jahr! 🎆 Das sind die Termine im ersten Monat 2022 👇 📅 https://t.co/As1X4Eb6mS,145,2022-01-01 11:00:00+00:00,Twitter Web App,4,101,0
"Alles Gute zum Geburtstag und nur das Allerbeste für das neue Jahr, Conor! 🥳

Lasst gerne ein paar Glückwünsche für Borussias Eigengewächs Conor Noß da, der heute 21 wird! 😀 https://t.co/AjO0XTASll",349,2022-01-01 09:00:16+00:00,Facelift-Cloud,4,197,0
"Alles Gute für 2️⃣0️⃣2️⃣2️⃣ 🍀!

Lasst uns gemeinsam die Herausforderungen angehen, die im neuen Jahr auf uns warten. https://t.co/A9jmNaoZ1H",442,2021-12-31 23:01:04+00:00,Facelift-Cloud,27,140,0
"Wir wünschen euch einen guten 'Rutsch'! 😉
🔜2️⃣0️⃣2️⃣2️⃣ https://t.co/mL9nJ95maf",288,2021-12-31 16:27:16+00:00,Twitter Web App,9,79,0
"⚽️Ihr habt entschieden! Breel Embolo hat Borussias Tor des Jahres #2021 erzielt! 👏 Herzlichen Glückwunsch an Breel, der euch auch noch etwas zu sagen hat 👇 https://t.co/vD7TheOPTe",181,2021-12-31 12:25:11+00:00,Twitter Web App,10,179,0
"⏪ November &amp; Dezember 

Im Rückblick auf das Jahr 2⃣0⃣2⃣1⃣ beleuchten wir heute die Monate November und Dezember: Sportlich gerät Borussia in eine komplizierte Situation, zudem wird @YannSommer1 zum neuen ausländischen Rekordspieler.  ⤵",49,2021-12-31 10:04:11+00:00,Twitter for Advertisers,2,240,1
"Für @jjscally_10 ist heute nicht nur Silvester, er feiert zudem seinen 19. Geburtstag 🎂🎊🎁 Wir sagen 'Happy Birthday', Joe! 🥳 https://t.co/SVf0A63qOO",724,2021-12-31 10:00:41+00:00,Twitter Web App,27,148,0
"ℹ️ Zur Erinnerung: Ab dem 1. Januar 2022 bleibt die #FohlenWelt im Erdgeschoss von Borussia-8-Grad immer von montags bis mittwochs geschlossen.

Die neuen Öffnungszeiten findet ihr 👉 https://t.co/UO4vykg19x https://t.co/X97qyuqY91",40,2021-12-31 10:00:06+00:00,Facelift-Cloud,2,230,1
"Die 75. Ausgabe des ""FohlenEcho - Das Magazin"" steht ganz im Zeichen des 75. GEb https://t.co/V7JANXYjQr",124,2021-12-30 16:17:23+00:00,Twitter Web App,5,104,0
"Neues vom Trainingsplatz: Manu Koné ist heute in die Vorbereitung auf die Rückrunde eingestiegen, @MarcusThuram fehlte wegen einer Erkältung. Mamadou Doucouré und @jjscally_10 wurden beide positiv auf Corona getestet und sind in Quarantäne.",129,2021-12-30 14:06:09+00:00,Twitter for Advertisers,7,240,1
"⏪ September &amp; Oktober 

Im Rückblick auf das Jahr 2⃣0⃣2⃣1⃣ beleuchten wir heute die Monate September und Oktober: Sportlich geht es für die #FohlenElf aufwärts, was ihren Höhepunkt im historischen Sieg gegen den @FCBayern findet. ⤵",103,2021-12-30 10:55:28+00:00,Twitter for Advertisers,5,235,1
🎂 Borussias Rekordspieler Berti Vogts feiert heute seinen 75. Geburtstag! Wir wünschen alles Gute und viel Gesundheit!,350,2021-12-30 09:32:03+00:00,Twitter for Advertisers,17,118,0
"📬 Morgen erscheint die neue Ausgabe vom ""FohlenEcho - Das Magazin""!
Ihr wollt in Zukunft auch immer die neueste Ausgabe in eurem Briefkasten haben? Dann macht euch Borussia! Oder Ihr macht anderen eine Freude und verschenkt eine Mitgliedschaft!
👉 https://t.co/0LwsjVMzRj https://t.co/MoPvyZFsLF",51,2021-12-29 18:02:07+00:00,Facelift-Cloud,4,294,0
"✅ Winterpause
🔜 Rückrunde

Alle Infos zum Trainingsauftakt 👉 https://t.co/O3iPb6CRKn https://t.co/j80tnvFUlO",99,2021-12-29 16:24:51+00:00,Twitter Web App,2,108,0
"🌟 Team Goal Deluxe 🌟 
⚽ @bensebainiRams 🆚 FC Bayern München

🗳 Stimmt bis zum 29.12. in der #FohlenApp für euren Favoriten.

📲 https://t.co/Muua60Yl3f https://t.co/DJ6ta7cgYW",59,2021-12-29 15:05:07+00:00,Facelift-Cloud,2,174,0
"Bei weiteren Spielern, deren Verträge zum Saisonende auslaufen, gibt es Klarheit: @Deniszakaria8 hat Borussia mitgeteilt, dass er den Verein im Sommer verlassen möchte. Auch @MatzeGinter wird in der nächsten Saison nicht mehr für #dieFohlen spielen.
➡️ https://t.co/oMLtYmACrd https://t.co/CLCRgEl3KF",791,2021-12-29 14:38:24+00:00,Twitter Web App,94,300,1
"✍ Borussia hat den Vertrag mit Eigengewächs Jordan Beyer bis 2️⃣0️⃣2️⃣6️⃣ verlängert!

🎤 ""Es ist einfach schön, weiterhin bei meinem Herzensverein spielen zu dürfen. Bei dem Verein, bei dem ich groß geworden bin."" 🖤🤍💚

👉 https://t.co/Oe9hiE2R3Y https://t.co/WpyoYkXbmM",819,2021-12-29 14:23:54+00:00,Facelift-Cloud,54,268,0
"😜⚽ von Florian Neuhaus 
🆚
🚀⚽ von Jonas Hofmann

🗳 Wir suchen euer „Borussia-Tor des Jahres #2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten.

📲 https://t.co/Muua60Yl3f https://t.co/i4AknazSwS",58,2021-12-29 12:30:52+00:00,Facelift-Cloud,1,210,0
"⏪ Juli &amp; August

Im Rückblick auf das Jahr 2️⃣0️⃣2️⃣1️⃣ beleuchten wir heute die Monate Juli und August: Bei der Europameisterschaft sind einige Fohlen im Einsatz. Der neue Trainer Adi Hütter nimmt seine Arbeit auf und die Borussen starten durchwachsen in die neue Saison. ⤵️",64,2021-12-29 12:30:16+00:00,Twitter for Advertisers,2,279,1
"💥Perfekter Fallrückzieher? Breel Embolo: Ja! 🤩

🗳 Wir suchen euer „Borussia-Tor des Jahres #2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten.

📲 https://t.co/Muua60Yl3f https://t.co/tSxT60DqD6",92,2021-12-29 10:22:24+00:00,Twitter Web App,2,210,1
⚽️💻 Auch im neuen Jahr werden werden Borussias NLZ und die #FohlenFussballschule digitale Fortbildungen anbieten. Interessierte Trainer können sich ab sofort unter Angabe Ihrer persönlichen Daten unter https://t.co/Y3W4NsfrZc kostenfrei anmelden.,39,2021-12-28 11:15:39+00:00,Twitter for Advertisers,2,246,0
"⏪ Mai &amp; Juni 

Im Rückblick auf das Jahr 2⃣0⃣2⃣1⃣ beleuchten wir heute die Monate Mai und Juni: Neben einem sportlich enttäuschenden Saisonabschluss standen die beiden Monate vor allem auch im Zeichen des Abschieds. ⤵",60,2021-12-28 10:45:35+00:00,Twitter for Advertisers,2,221,1
"Ganz stark, Nico! 💪
Und bei der besten Zweikampfquote rangiert in @MatzeGinter auf dem zweiten Platz ein weiterer Borusse. 😌🙌 https://t.co/kMNPlUxpPh",198,2021-12-27 17:06:26+00:00,Twitter Web App,3,149,0
"🔥🔥 Ist der goldene Treffer von @Deniszakaria8 gegen Dortmund euer „Borussia-Tor des Jahres #2021“? 🔥🔥 

🗳 Stimmt bis zum 29.12. in der #FohlenApp für euren Favoriten.

📲 https://t.co/Muua60Yl3f https://t.co/BrBbn84FYV",63,2021-12-27 16:31:49+00:00,Twitter Web App,1,217,0
"Auch Patrick Paauwe, der zwischen 2007 und 2009 insgesamt 59 Pflichtspiele für #dieFohlen bestritten hat (4 Tore), feiert heute Geburtstag. Der Niederländer wird 46 Jahre alt. Herzlichen Glückwunsch! 🥳🥂🎈 https://t.co/WPOHBuI1Nj",143,2021-12-27 15:10:53+00:00,Twitter Web App,2,227,0
Ex-Borusse Logan Bailly feiert heute seinen 3⃣6⃣. Geburtstag. #DieFohlen wünschen auf diesem Wege alles Gute! 🎉🎂🎈 https://t.co/e9AZkckSp9,193,2021-12-27 14:39:34+00:00,Twitter Web App,1,137,0
"Der ©️apitano mit einer wunderschönen Direktabnahme in Bremen 🙌

🗳 Wir suchen euer „Borussia-Tor des Jahres #2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten.

📲 https://t.co/Muua60Yl3f https://t.co/f7J9hq4xKm",78,2021-12-27 13:23:07+00:00,Twitter Web App,3,227,0
Nach der Weihnachtspause kehren #dieFohlen am kommenden Mittwoch auf den Trainingsplatz zurück. 🐎💚 https://t.co/YrgdFIgaxV,89,2021-12-27 12:30:28+00:00,Twitter Web App,1,122,0
"⏪ März &amp; April

Im Rückblick auf das Jahr 2⃣0⃣2⃣1⃣ beleuchten wir heute die Monate März und April: Ein sportliches erst Ab-, dann Aufwärts, das Ende der Trainersuche und die Weichenstellung für die Zukunft ⤵",53,2021-12-27 11:40:38+00:00,Twitter for Advertisers,1,211,1
"Willibert Kremer, der von 1961 bis 1962 als Spieler bei Borussia aktiv war und in dieser Zeit 14-mal für #dieFohlen in der Oberliga West auflief und einen Treffer erzielte, ist im Alter von 82 Jahren verstorben. Unser Mitgefühl gilt seinen Angehörigen. https://t.co/ljUt0aNr3O",172,2021-12-27 11:05:51+00:00,Twitter Web App,3,276,0
"Doppelpass, Doppelpass, Doppelpass, drin das Ding!

🗳 Wir suchen euer „Borussia-Tor des Jahres #2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten. https://t.co/KfnJ3OMdXo",140,2021-12-26 15:30:00+00:00,Twitter Web App,4,187,0
"⏪ Januar &amp; Februar

Wir blicken zurück, was in den ersten beiden Monaten des Jahres passiert ist: Auf &amp; neben dem Platz, ein besonderer Moment &amp; das Zitat dieser Zeit. ⤵️",109,2021-12-26 11:31:39+00:00,Twitter for Advertisers,3,182,1
"🤩 @MarcusThuram im Pokal!

🗳 Wir suchen euer „Borussia-Tor des Jahres #2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten. https://t.co/6gc0OUlg9R",85,2021-12-26 10:49:38+00:00,Twitter Web App,3,162,0
"Verteidiger? Linksfuß? Einfach @bensebainiRams.

🗳 Wir suchen euer „Borussia-Tor des Jahres 2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten. https://t.co/fLcjfZbMwk",620,2021-12-25 15:20:00+00:00,Twitter Web App,26,183,0
"🔙 Ab in den Knick! 🚀 0:2-Rückstand aufgeholt und dann DIESES Tor von Flo zum Sieg gegen die Bayern.

🗳 Wir suchen euer „Borussia-Tor des Jahres 2021“. Stimmt in der #FohlenApp bis zum 29.12. für euren Favoriten. https://t.co/HzbqdYAWPX",104,2021-12-25 11:17:00+00:00,Twitter Web App,1,235,0
"Auch wenn 2021 für #dieFohlen ein Jahr mit Höhen und Tiefen war, haben sie wieder fleißig schön genetzt. Viel Spaß mit den Top 🔟-Toren des Jahres! Welches ist euer Favorit? In der FohlenApp könnt ihr ab jetzt für euer ""Borussia-Tor des Jahres"" abstimmen! 📲",104,2021-12-25 09:00:03+00:00,Twitter for Advertisers,2,256,0
Von 🖤🤍💚 Frohe Weihnachten! 🎄 https://t.co/auqmyAqJJ8,389,2021-12-24 15:00:09+00:00,Facelift-Cloud,16,52,0
"🙏🏻 DANKE! Für euren Support 2021! 🖤🤍💚

2️⃣0️⃣2️⃣2️⃣: Gemeinsam volle Kraft nach vorn! https://t.co/NorY5rET3Z",388,2021-12-24 10:51:54+00:00,Facelift-Cloud,25,109,1
⏸️🎄🏟️ https://t.co/ID25pBEgcP,260,2021-12-23 14:24:59+00:00,Twitter Web App,6,29,0
"Borussias Geschäftsstelle bleibt über die Winterpause geschlossen. In der #FohlenSportsbar, den beiden #FohlenShops, der #FohlenWelt sowie im Medical Park gibt es teils veränderte Öffnungszeiten.

ℹ️ Alle Öffnungszeiten im Überblick findet ihr hier ⤵️",40,2021-12-23 12:02:27+00:00,Twitter for Advertisers,2,251,0
https://t.co/dZulGNcUef,128,2021-12-23 10:49:56+00:00,Twitter Web App,4,23,0
"Selbst in einem Monat mit vielen Gegentoren und enttäuschenden Ergebnissen, hat Yann wieder einmal bewiesen, dass er unser Rückhalt ist. @YannSommer1 ist euer #CichonPM-Spieler des Monats. 👏 https://t.co/GSMcwTZ2Sb",244,2021-12-23 10:49:45+00:00,Twitter Web App,3,214,0
⏪ 2021 📱 #WallpaperWednesday https://t.co/Hq1PItEhFm,188,2021-12-22 15:32:40+00:00,Twitter for iPhone,6,52,0
"Gegen die SpVgg Greuther Fürth feierte Conor Noß am 12. Spieltag sein #Bundesliga-Debüt. Wie jedes Talent aus dem FohlenStall, das es zu den Profis geschafft hat, durfte er nun sein Trikot im Kabinengang aufhängen.

📺 So hat Conor den Moment erlebt
↪️ https://t.co/OhPsAqexn8",52,2021-12-22 13:06:17+00:00,Twitter Web App,1,275,0
"Aus dem #FohlenStall in die #Bundesliga! Nochmals Glückwunsch zum Debüt, Conor 💚 https://t.co/YqZltj6p6x",300,2021-12-22 13:03:25+00:00,Twitter Web App,2,104,0
Der traditionelle Adventskaffee &amp; die Besuche in nahegelegenden sozialen Einrichtungen mussten wegen der hohen #Corona-Infektionszahlen ausfallen. #DieFohlen haben den Kindern &amp; Jugendlichen auf anderem Wege Präsente sowie Kuchen mit Borussia-Motiven zukommen lassen. 🎁🎄💚,88,2021-12-22 12:39:48+00:00,Twitter for Advertisers,2,279,0
🎙️ Das Interview gibt es übrigens auch als @Unibet_DE #FohlenPodcast. ☝️,17,2021-12-22 11:57:51+00:00,Twitter Web App,1,72,0
"Einen Verkauf von Tageskarten wird es deshalb erst einmal nicht geben. Sollte es Spiele ohne Zuschauer geben, wird den Inhabern von Dauerkarten der entsprechende anteilige Betrag pro Spiel zurückerstattet.",33,2021-12-22 11:48:14+00:00,Twitter Web App,2,205,0
"Nach dem Beschluss der Politik, ab dem 28.12. bei überregionalen Großveranstaltungen keine Zuschauer zu erlauben, ist damit zu rechnen, dass die Spiele im Januar 2022 ohne Publikum stattfinden werden. Fest steht dies bereits für den Rückrundenauftakt beim @FCBayern (07.01.).",88,2021-12-22 11:47:59+00:00,Twitter for Advertisers,5,275,0
"🗣 Max Eberl blickt auf 2021 zurück. Borussias Sportdirektor spricht über das sportliche Auf &amp; Ab, den Trainerwechsel, die coronabedingten Einschränkungen, die aktuell schwierige Phase und äußert zum Ende seine Wünsche für das neue Jahr.

Zum Interview 👉 https://t.co/X0X3S6F4uG https://t.co/7jvbCsQESO",139,2021-12-21 17:58:35+00:00,Twitter Web App,14,305,0
"Ein letztes Mal @vbl_official in diesem Jahr. Viel Erfolg beim Hinrunden-Abschluss, @borussia_esport! 👏

📺 Live-Stream: https://t.co/06lDncgH80 https://t.co/wh8caF3K5E",38,2021-12-21 14:03:11+00:00,Twitter Web App,1,167,1
"Ein Jahr mit Höhen und Tiefen 🎢
Danke an all diejenigen, die immer hinter uns stehen! 🖤🤍💚 https://t.co/zPcFdrEnRU",453,2021-12-21 10:44:40+00:00,Twitter Web App,17,113,0
🏅 Als einziger Profi-Fußballverein und als eines von bundesweit nur rund 1.400 Unternehmen ist Borussia von der @Creditreform zum achten Mal in Folge für eine hervorragende Bonität zertifiziert worden. https://t.co/lnqp4hcsjH,283,2021-12-20 13:20:00+00:00,Twitter Web App,10,225,0
"An den Feiertagen, sowie zwischen den Jahren ist die #FohlenSportsbar geöffnet und lädt mit einem festlichen Frühstücksbuffet zum Verweilen ein 🎄🌟

Weitere Infos dazu findet ihr hier 👇",50,2021-12-20 12:24:44+00:00,Twitter for Advertisers,3,184,0
"Yann Sommer³

Glückwunsch, @YannSommer1! 👏 https://t.co/RR1g0gECT0",295,2021-12-20 10:02:46+00:00,Twitter for iPhone,2,66,0
"Startet gut in die Weihnachtswoche, Borussen! 💚🎄 https://t.co/goDlLffrjj",166,2021-12-20 08:59:07+00:00,Twitter Web App,3,72,0
Gemeinsam gegen Rassismus! https://t.co/PuhstLBX2K,1092,2021-12-19 16:31:46+00:00,Twitter for iPhone,57,50,0
"Folge 6⃣ des ""@Unibet_DE #FohlenPodcast – Histörchen“ dreht sich um die Geschichte eines ""Zaubertranks"", den #dieFohlen in den 1970er-Jahren im Parkhotel vor ihren Spielen zu sich genommen haben. Das Geheimnis hinter den Zutaten &amp; vieles mehr erfahrt ihr in der neuen Ausgabe. https://t.co/GTpPf3yKxp",37,2021-12-19 14:00:02+00:00,Twitter Web App,2,304,0
"Eine kämpferisch gute Leistung, eine nicht ungefährliche Situation und eine kurze Winterpause – alles Wichtige zu #TSGBMG könnt ihr im Nachbericht lesen 👇",78,2021-12-19 12:38:34+00:00,Twitter for Advertisers,1,154,0
"Torschütze Breel Embolo ordnet im Interview das 1:1 bei #TSGBMG ein und blickt ebenso auf die Rückrunde voraus 👇
https://t.co/VG3BIA6i9r",45,2021-12-19 12:08:19+00:00,Twitter Web App,1,136,0
"📹 Die Pressekonferenz nach #TSGBMG gibt's hier für euch 👇 

https://t.co/Uz4ah75PiW",37,2021-12-18 18:18:48+00:00,Twitter Web App,1,83,0
💪 Trotz einer Halbzeit in Unterzahl konnte sich Borussias U23 einen Zähler beim Tabellendritten @Preussen06 erkämpfen. Im letzten Spiel des Jahres glich Kapitän Michel Lieder in der 84. Minute zum 1:1-Endstand aus.,59,2021-12-18 17:59:09+00:00,Twitter for Advertisers,2,214,0
"RÜCKHALT! 🙏

🏅 @YannSommer1 ist wieder einmal euer #CichonPM-Spieler des Spiels. Glückwunsch, Yann! 👏 https://t.co/QKB1wqBjCE",271,2021-12-18 17:49:28+00:00,Twitter Web App,3,125,0
"🎙 Chris Kramer zum Punktgewinn in Hoffenheim.

Alle Stimmen zu #TSGBMG ⤵️",99,2021-12-18 17:39:14+00:00,Twitter for Advertisers,1,73,0
"Jetzt seid ihr wieder dran: Stimmt ab in der #FohlenApp für euren #CichonPM-Spieler des Spiels!
#Bundesliga #TSGBMG

📲 https://t.co/Muua60Yl3f https://t.co/jIueYaGj0D",32,2021-12-18 16:30:16+00:00,Twitter Web App,1,166,1
"Das war's! Zum Jahresabschluss gibt's ein Remis!

#Bundesliga #TSGBMG https://t.co/9ubLgqaP8o",136,2021-12-18 16:25:49+00:00,Twitter Web App,11,93,0
"90'+4: Auch Sportdirektor Max Eberl hatte zuvor die Gelbe Karte gesehen. 🟨

#Bundesliga #TSGBMG 1:1",59,2021-12-18 16:23:14+00:00,Twitter Web App,3,99,1
"90'+4: Lainer beschwert sich und sieht Gelb. 🟨

#Bundesliga #TSGBMG 1:1 https://t.co/JFhI3O93ZN",41,2021-12-18 16:22:31+00:00,Twitter Web App,1,95,1
"90'+1: Hoffenheim macht den Ausgleich. 😒

#Bundesliga #TSGBMG 1:1",112,2021-12-18 16:20:22+00:00,Twitter Web App,3,65,1
"90': 5⃣ Minuten gibt es mindestens obendrauf! 

#Bundesliga #TSGBMG 0:1 https://t.co/rZVbW7WXsF",43,2021-12-18 16:19:01+00:00,Twitter Web App,1,95,1
"88': Nächster Wechsel beim VfL: Der Torschütze geht!

↩️ Breel Embolo
↪️ @alassane_plea 

#Bundesliga #TSGBMG 0:1 https://t.co/LGWwRd13Zo",55,2021-12-18 16:17:42+00:00,Twitter Web App,1,137,1
"80': STEVIE LAINER! 🤖

#Bundesliga #TSGBMG 0:1",89,2021-12-18 16:09:36+00:00,Twitter Web App,1,46,1
"⌛️ Knappe Viertelstunde noch.

#Bundesliga #TSGBMG 0:1 https://t.co/gjLS8sW22j",54,2021-12-18 16:05:46+00:00,Twitter Web App,1,78,0
"73': Erster Wechsel bei den Fohlen:

↩️ @MarcusThuram 
↪️ Luca Netz

#Bundesliga #TSGBMG 0:1 https://t.co/doYNAEYYhW",55,2021-12-18 16:03:07+00:00,Twitter Web App,2,116,1
"71': Lattentreffer für Hoffenheim! 😳 Aber Kramaric hatte wohl ohnehin im Abseits gestanden.

#Bundesliga #TSGBMG 0:1",39,2021-12-18 16:01:11+00:00,Twitter Web App,1,116,1
"65': Oh man! Aufpassen, Fohlen! 🤨

#Bundesliga #TSGBMG 0:1",72,2021-12-18 15:54:43+00:00,Twitter Web App,2,58,1
"62': @bensebainiRams schlägt den Ball weg und sieht dafür die Gelbe Karte. 🟨

#Bundesliga #TSGBMG 0:1",50,2021-12-18 15:51:08+00:00,Twitter Web App,2,101,1
"51': Scally hat aufgepasst! ☝️

#Bundesliga #TSGBMG 0:1 https://t.co/UnIhAZPfAA",94,2021-12-18 15:40:00+00:00,Twitter Web App,4,79,1
"46': Weiter geht's! Haut nochmal alles raus, Jungs! 🙏

#Bundesliga #TSGBMG 0:1 https://t.co/msz0bCOHB7",62,2021-12-18 15:34:08+00:00,Twitter Web App,1,102,1
"⏸️ Halbzeit in Sinsheim! 

#Bundesliga #TSGBMG https://t.co/qX6W4BUeaT",161,2021-12-18 15:17:01+00:00,Twitter Web App,5,70,0
"🖤🤍💚 TEAM 🖤🤍💚

#Bundesliga #TSGBMG 0:1 https://t.co/FSaArO19rB",176,2021-12-18 15:12:17+00:00,Twitter Web App,8,61,0
"35': Jaaaa! Embolo hält den Fuß rein und drückt die Kugel über die Linie. 😍

#Bundesliga #TSGBMG 0:1 https://t.co/0j6QrQ9xP9",188,2021-12-18 15:06:19+00:00,Twitter Web App,7,124,1
"34': Das darf doch nicht wahr sein!!! 😳😳😳 Erst Embolo, dann Thuram.

#Bundesliga #TSGBMG 0:0 https://t.co/q3HLqfoFRp",61,2021-12-18 15:05:00+00:00,Twitter Web App,1,116,1
"31': Und jetzt Flaco 🤯 Kommt Jungs, weiter so! Die Richtung stimmt! 🙏

#Bundesliga #TSGBMG 0:0 https://t.co/xuhuxHIpqx",44,2021-12-18 15:03:43+00:00,Twitter Web App,1,118,1
"29': Wieder Stindl!

#Bundesliga #TSGBMG 0:0",49,2021-12-18 14:59:17+00:00,Twitter Web App,1,44,1
"22': Stindl mit der bislang besten Gelegenheit für #dieFohlen. Der Capitano bekommt aber nicht genug Druck hinter die Kugel. 😩

#Bundesliga #TSGBMG 0:0 https://t.co/ec6YnHWg6X",66,2021-12-18 14:53:37+00:00,Twitter Web App,2,175,1
"12': DIESER YANN SOMMER! 😍

#Bundesliga #TSGBMG 0:0 https://t.co/0iJfi13JIY",99,2021-12-18 14:43:03+00:00,Twitter Web App,1,75,1
"5': Puuuh! Erster Abschluss für die Gastgeber.

#Bundesliga #TSGBMG 0:0",41,2021-12-18 14:34:50+00:00,Twitter Web App,1,71,1
"1': Los geht`s! Das letzte Spiel des Jahres läuft. ⚽️

#Bundesliga #TSGBMG 0:0 https://t.co/mOXLMRCjRg",60,2021-12-18 14:30:35+00:00,Twitter Web App,2,102,1
"📻 Natürlich gibt's #TSGBMG auch 9⃣0⃣ Minuten live im @Bitburger #FohlenRadio. Für euch heute am Mikro: @tilli131 und @HrKapellmeister. Schaltet ab 15:25 Uhr ein! #Bundesliga 

📲 https://t.co/Muua60Yl3f
💻 https://t.co/NlfevkSEWr https://t.co/aOExMaMg2G",30,2021-12-18 14:22:04+00:00,Twitter Web App,1,251,1
"Auf geht‘s! 🔥

#Bundesliga #TSGBMG https://t.co/nLj8IM3IB9",76,2021-12-18 14:08:48+00:00,Twitter for iPhone,2,58,0
"👀 In der Kabine ist alles bereit für #TSGBMG 🤙🏼 #Bundesliga

📺 Das Duell gibt’s LIVE bei @SkySportDE 
↪️ https://t.co/u6BNQHMj99 https://t.co/7VBDFarBZG",56,2021-12-18 13:53:36+00:00,Twitter for iPhone,3,152,0
"📍 #DieFohlen sind angekommen. 🏟️
🔜 #TSGBMG
⚽️ #Bundesliga https://t.co/4U7K4AjHiz",75,2021-12-18 13:42:01+00:00,Twitter Web App,2,81,0
"Und so starten die Gastgeber ⤵️

#Bundesliga #TSGBMG https://t.co/IjIrtWvyEi",30,2021-12-18 13:39:30+00:00,Twitter Web App,1,76,0
